    0 val 1:10.84957 | 2:10.85946 | 3:10.83371
 4911 train 1:3.60332 | 2:5.05263 | 3:5.85061
 4912 train 1:3.75718 | 2:5.20686 | 3:5.96588
 4913 train 1:3.79086 | 2:5.19269 | 3:5.94473
 4914 train 1:3.84220 | 2:5.29376 | 3:6.05355
 4915 train 1:3.62700 | 2:5.11257 | 3:5.89839
 4916 train 1:3.68819 | 2:5.06868 | 3:5.84988
 4917 train 1:3.75605 | 2:5.23769 | 3:6.00917
 4918 train 1:3.63462 | 2:4.82455 | 3:5.50864
 4919 train 1:3.87086 | 2:5.28937 | 3:5.99459
 4920 train 1:4.03288 | 2:5.45825 | 3:6.06937
 4921 train 1:3.55815 | 2:4.98645 | 3:5.77457
 4922 train 1:3.69323 | 2:5.10582 | 3:5.84745
 4923 train 1:3.62862 | 2:5.07277 | 3:5.88689
 4924 train 1:3.56495 | 2:4.98094 | 3:5.76652
 4925 train 1:3.90028 | 2:5.35402 | 3:6.09834
 4926 train 1:3.38299 | 2:4.82868 | 3:5.66930
 4927 train 1:3.65490 | 2:5.02486 | 3:5.77751
 4928 train 1:3.52935 | 2:4.97563 | 3:5.77608
 4929 train 1:3.71305 | 2:5.12592 | 3:5.89859
 4930 train 1:3.67923 | 2:5.14967 | 3:5.91475
 4931 train 1:3.77171 | 2:5.07375 | 3:5.76186
 4932 train 1:3.70233 | 2:5.13586 | 3:5.91540
 4933 train 1:3.36885 | 2:4.75007 | 3:5.55438
 4934 train 1:3.67451 | 2:5.09180 | 3:5.88385
 4935 train 1:3.53941 | 2:4.95287 | 3:5.73370
 4936 train 1:3.26325 | 2:4.72083 | 3:5.58329
 4937 train 1:3.50016 | 2:4.95018 | 3:5.75317
 4938 train 1:3.33310 | 2:4.74161 | 3:5.55294
 4939 train 1:3.33927 | 2:4.72841 | 3:5.53396
 4940 train 1:3.51719 | 2:4.96123 | 3:5.78867
 4941 train 1:3.40220 | 2:4.78624 | 3:5.58577
 4942 train 1:3.48545 | 2:4.93801 | 3:5.76722
 4943 train 1:3.19635 | 2:4.59355 | 3:5.43093
 4944 train 1:3.46011 | 2:4.88083 | 3:5.69658
 4945 train 1:3.36900 | 2:4.79838 | 3:5.62521
 4946 train 1:3.35147 | 2:4.75191 | 3:5.56360
 4947 train 1:3.14195 | 2:4.51567 | 3:5.36848
 4948 train 1:3.34487 | 2:4.75259 | 3:5.60360
 4949 train 1:3.49747 | 2:4.95423 | 3:5.75838
 4950 train 1:3.67053 | 2:5.13690 | 3:5.90646
 4951 train 1:3.54508 | 2:5.05573 | 3:5.89660
 4952 train 1:3.53792 | 2:4.97287 | 3:5.77257
 4953 train 1:3.70115 | 2:5.18784 | 3:5.99543
 4954 train 1:3.88302 | 2:5.27181 | 3:5.99569
 4955 train 1:3.66828 | 2:5.08372 | 3:5.84487
 4956 train 1:3.69554 | 2:5.10738 | 3:5.86496
 4957 train 1:3.61297 | 2:5.03487 | 3:5.80171
 4958 train 1:3.55700 | 2:4.96779 | 3:5.74972
 4959 train 1:3.95585 | 2:5.48055 | 3:6.23856
 4960 train 1:3.54107 | 2:4.85291 | 3:5.61591
 4961 train 1:3.81553 | 2:5.29192 | 3:6.10512
 4962 train 1:3.30220 | 2:4.46258 | 3:5.09940
 4963 train 1:3.84895 | 2:5.30333 | 3:6.02618
 4964 train 1:3.55069 | 2:4.92102 | 3:5.67899
 4965 train 1:3.54327 | 2:4.97904 | 3:5.78837
 4966 train 1:3.64438 | 2:5.05896 | 3:5.83892
 4967 train 1:3.39351 | 2:4.83917 | 3:5.65191
 4968 train 1:3.84496 | 2:5.28691 | 3:6.03863
 4969 train 1:3.71145 | 2:5.12762 | 3:5.92213
 4970 train 1:3.58450 | 2:5.04897 | 3:5.85003
 4971 train 1:3.59188 | 2:5.02375 | 3:5.80765
 4972 train 1:3.52613 | 2:4.91771 | 3:5.69027
 4973 train 1:3.66758 | 2:5.05647 | 3:5.79985
 4974 train 1:3.75547 | 2:5.24144 | 3:6.01850
 4975 train 1:3.53989 | 2:4.95289 | 3:5.76401
 4976 train 1:3.64652 | 2:5.11098 | 3:5.92036
 4977 train 1:3.71963 | 2:5.17634 | 3:5.92981
 4978 train 1:3.54396 | 2:5.00717 | 3:5.80722
 4979 train 1:3.54586 | 2:4.92866 | 3:5.68710
 4980 train 1:3.57894 | 2:4.99536 | 3:5.77442
 4981 train 1:3.50567 | 2:4.92003 | 3:5.67741
 4982 train 1:3.79871 | 2:5.25523 | 3:6.02079
 4983 train 1:3.81605 | 2:5.28202 | 3:6.05032
 4984 train 1:3.60768 | 2:5.01266 | 3:5.81582
 4985 train 1:3.53241 | 2:4.97164 | 3:5.76661
 4986 train 1:3.45449 | 2:4.87314 | 3:5.68760
 4987 train 1:3.28674 | 2:4.72842 | 3:5.58716
 4988 train 1:2.92500 | 2:4.24941 | 3:5.13903
 4989 train 1:2.99512 | 2:4.41281 | 3:5.28254
 4990 train 1:3.50855 | 2:4.90844 | 3:5.70215
 4991 train 1:3.47017 | 2:4.89221 | 3:5.71578
 4992 train 1:3.57099 | 2:5.02986 | 3:5.82433
 4993 train 1:3.40746 | 2:4.84164 | 3:5.68813
 4994 train 1:3.08883 | 2:4.45584 | 3:5.28601
 4995 train 1:3.37472 | 2:4.81774 | 3:5.64011
 4996 train 1:3.62046 | 2:5.08595 | 3:5.88245
 4997 train 1:3.70295 | 2:5.17350 | 3:5.93999
 4998 train 1:3.57148 | 2:4.99654 | 3:5.84209
 4999 train 1:3.60890 | 2:5.09639 | 3:5.88454
 5000 val 1:3.60058 | 2:4.97511 | 3:5.77005
 5000 train 1:3.56649 | 2:4.93705 | 3:5.75029
 5001 train 1:3.72950 | 2:5.22377 | 3:6.04347
 5002 train 1:3.72539 | 2:5.11736 | 3:5.87873
 5003 train 1:3.54395 | 2:4.91796 | 3:5.69896
 5004 train 1:3.57905 | 2:5.03290 | 3:5.81819
 5005 train 1:3.73944 | 2:5.18017 | 3:5.95826
 5006 train 1:3.59358 | 2:5.02744 | 3:5.78910
 5007 train 1:3.59423 | 2:5.02923 | 3:5.80005
 5008 train 1:3.70462 | 2:5.17080 | 3:5.92791
 5009 train 1:3.70813 | 2:5.13175 | 3:5.90880
 5010 train 1:4.03565 | 2:5.44790 | 3:6.14306
 5011 train 1:3.55512 | 2:4.93270 | 3:5.64960
 5012 train 1:3.68267 | 2:5.18065 | 3:5.96414
 5013 train 1:3.61609 | 2:5.05767 | 3:5.85260
 5014 train 1:3.71803 | 2:5.18378 | 3:5.99521
 5015 train 1:3.75185 | 2:5.20397 | 3:5.95203
 5016 train 1:3.77852 | 2:5.22001 | 3:5.97678
 5017 train 1:3.73066 | 2:5.13549 | 3:5.91737
 5018 train 1:3.44435 | 2:4.86171 | 3:5.67385
 5019 train 1:3.48638 | 2:4.94217 | 3:5.74537
 5020 train 1:3.63713 | 2:5.05252 | 3:5.81503
 5021 train 1:3.52837 | 2:4.86824 | 3:5.60978
 5022 train 1:3.39935 | 2:4.84633 | 3:5.69457
 5023 train 1:3.47187 | 2:4.87343 | 3:5.64768
 5024 train 1:3.44167 | 2:4.86452 | 3:5.66504
 5025 train 1:3.61398 | 2:5.01192 | 3:5.75469
 5026 train 1:3.51186 | 2:4.95859 | 3:5.74122
 5027 train 1:3.73512 | 2:5.15676 | 3:5.92851
 5028 train 1:3.59121 | 2:5.02906 | 3:5.82412
 5029 train 1:3.51137 | 2:4.96495 | 3:5.77617
 5030 train 1:3.70841 | 2:5.11994 | 3:5.86090
 5031 train 1:3.59796 | 2:5.03423 | 3:5.83993
 5032 train 1:3.30450 | 2:4.69797 | 3:5.50651
 5033 train 1:3.26369 | 2:4.71066 | 3:5.57192
 5034 train 1:3.64312 | 2:5.08185 | 3:5.87346
 5035 train 1:3.56096 | 2:5.02594 | 3:5.82516
 5036 train 1:3.65532 | 2:5.09465 | 3:5.86270
 5037 train 1:3.36554 | 2:4.80587 | 3:5.66072
 5038 train 1:3.39086 | 2:4.78193 | 3:5.55181
 5039 train 1:3.21956 | 2:4.59871 | 3:5.40634
 5040 train 1:3.44513 | 2:4.85795 | 3:5.67256
 5041 train 1:3.22457 | 2:4.60894 | 3:5.43427
 5042 train 1:3.66327 | 2:5.11018 | 3:5.88968
 5043 train 1:3.51654 | 2:4.82388 | 3:5.58282
 5044 train 1:3.67002 | 2:5.14672 | 3:5.93242
 5045 train 1:3.68418 | 2:5.09378 | 3:5.84076
 5046 train 1:3.61197 | 2:5.06525 | 3:5.85057
 5047 train 1:3.67979 | 2:5.13780 | 3:5.93752
 5048 train 1:3.60621 | 2:4.84652 | 3:5.50878
 5049 train 1:3.76170 | 2:5.24757 | 3:6.03020
 5050 train 1:3.75904 | 2:5.22221 | 3:5.97418
 5051 train 1:3.77495 | 2:5.18257 | 3:5.95234
 5052 train 1:3.71257 | 2:5.14501 | 3:5.92627
 5053 train 1:3.66245 | 2:5.06859 | 3:5.82011
 5054 train 1:3.63751 | 2:5.08148 | 3:5.85592
 5055 train 1:3.31593 | 2:4.72767 | 3:5.54728
 5056 train 1:3.92695 | 2:5.33232 | 3:6.05535
 5057 train 1:3.77747 | 2:5.22193 | 3:6.02116
 5058 train 1:3.69464 | 2:5.15019 | 3:5.91133
 5059 train 1:3.73161 | 2:5.13590 | 3:5.89680
 5060 train 1:3.93884 | 2:5.37379 | 3:6.09685
 5061 train 1:3.87324 | 2:5.31885 | 3:6.05584
 5062 train 1:3.66544 | 2:5.16327 | 3:5.97585
 5063 train 1:3.39363 | 2:4.77897 | 3:5.59614
 5064 train 1:3.60434 | 2:5.01382 | 3:5.81667
 5065 train 1:3.68674 | 2:5.17284 | 3:5.93211
 5066 train 1:3.54112 | 2:5.02179 | 3:5.82486
 5067 train 1:3.43313 | 2:4.78294 | 3:5.54069
 5068 train 1:3.77613 | 2:5.23808 | 3:6.01827
 5069 train 1:3.67426 | 2:5.04639 | 3:5.79486
 5070 train 1:3.69257 | 2:5.09892 | 3:5.88837
 5071 train 1:3.58069 | 2:4.98066 | 3:5.75749
 5072 train 1:3.38285 | 2:4.62164 | 3:5.33533
 5073 train 1:3.80233 | 2:5.27190 | 3:6.05391
 5074 train 1:3.57276 | 2:5.02316 | 3:5.84097
 5075 train 1:3.70838 | 2:5.17801 | 3:5.96225
 5076 train 1:3.57466 | 2:5.00823 | 3:5.78156
 5077 train 1:3.33489 | 2:4.71257 | 3:5.51246
 5078 train 1:2.93074 | 2:4.33390 | 3:5.22548
 5079 train 1:3.54705 | 2:5.03170 | 3:5.82019
 5080 train 1:3.38764 | 2:4.80218 | 3:5.61265
 5081 train 1:3.34789 | 2:4.78174 | 3:5.61056
 5082 train 1:3.33675 | 2:4.78753 | 3:5.64074
 5083 train 1:3.29274 | 2:4.72539 | 3:5.57897
 5084 train 1:3.32559 | 2:4.72461 | 3:5.57989
 5085 train 1:3.31943 | 2:4.76681 | 3:5.63531
 5086 train 1:3.56211 | 2:4.97463 | 3:5.79645
 5087 train 1:3.89591 | 2:5.37968 | 3:6.16849
 5088 train 1:3.80718 | 2:5.15290 | 3:5.78435
 5089 train 1:3.79942 | 2:5.26883 | 3:6.04077
 5090 train 1:3.81604 | 2:5.30439 | 3:6.10030
 5091 train 1:3.48699 | 2:4.91525 | 3:5.68487
 5092 train 1:3.65389 | 2:5.14833 | 3:5.93183
 5093 train 1:3.73658 | 2:5.18735 | 3:5.98440
 5094 train 1:3.48431 | 2:4.89429 | 3:5.69267
 5095 train 1:3.65786 | 2:5.04498 | 3:5.80231
 5096 train 1:3.65349 | 2:5.06436 | 3:5.81623
 5097 train 1:3.95263 | 2:5.35183 | 3:6.11927
 5098 train 1:3.65753 | 2:5.07070 | 3:5.84675
 5099 train 1:3.73058 | 2:5.19466 | 3:5.97516
 5100 train 1:3.84127 | 2:5.25973 | 3:6.02548
 5101 train 1:3.85121 | 2:5.30565 | 3:6.10037
 5102 train 1:3.62184 | 2:5.09000 | 3:5.86875
 5103 train 1:3.65510 | 2:5.09859 | 3:5.88155
 5104 train 1:4.01982 | 2:5.51830 | 3:6.27247
 5105 train 1:3.45082 | 2:4.91808 | 3:5.71614
 5106 train 1:3.74017 | 2:5.17504 | 3:5.94865
 5107 train 1:3.94485 | 2:5.40935 | 3:6.12589
 5108 train 1:3.97543 | 2:5.38817 | 3:6.09711
 5109 train 1:3.69394 | 2:5.19569 | 3:6.00066
 5110 train 1:3.79146 | 2:5.25835 | 3:6.05673
 5111 train 1:3.87699 | 2:5.33021 | 3:6.11556
 5112 train 1:3.39890 | 2:4.80517 | 3:5.61397
 5113 train 1:3.62705 | 2:5.03813 | 3:5.78748
 5114 train 1:3.67497 | 2:5.15351 | 3:5.91918
 5115 train 1:3.71880 | 2:5.15192 | 3:5.92771
 5116 train 1:3.64135 | 2:5.06936 | 3:5.86769
 5117 train 1:3.52015 | 2:4.88740 | 3:5.67808
 5118 train 1:3.47864 | 2:4.94321 | 3:5.76615
 5119 train 1:3.66745 | 2:5.14752 | 3:5.96889
 5120 train 1:3.51519 | 2:4.92400 | 3:5.72985
 5121 train 1:3.54599 | 2:4.98439 | 3:5.77924
 5122 train 1:3.62541 | 2:5.07748 | 3:5.85970
 5123 train 1:3.38999 | 2:4.84569 | 3:5.68028
 5124 train 1:3.50711 | 2:4.94723 | 3:5.74096
 5125 train 1:3.65563 | 2:5.05469 | 3:5.82962
 5126 train 1:3.28108 | 2:4.67359 | 3:5.49117
 5127 train 1:3.34433 | 2:4.77544 | 3:5.56265
 5128 train 1:3.39125 | 2:4.76070 | 3:5.54983
 5129 train 1:3.13444 | 2:4.53835 | 3:5.38928
 5130 train 1:3.18264 | 2:4.60366 | 3:5.43915
 5131 train 1:3.49601 | 2:4.89708 | 3:5.70271
 5132 train 1:3.35908 | 2:4.79344 | 3:5.62603
 5133 train 1:3.54404 | 2:5.00911 | 3:5.82263
 5134 train 1:3.43075 | 2:4.87550 | 3:5.67492
 5135 train 1:3.85256 | 2:5.29949 | 3:6.05866
 5136 train 1:4.08905 | 2:5.56525 | 3:6.26656
 5137 train 1:3.86668 | 2:5.29937 | 3:6.03364
 5138 train 1:3.86267 | 2:5.27306 | 3:6.00350
 5139 train 1:3.66691 | 2:5.11105 | 3:5.92038
 5140 train 1:3.81624 | 2:5.26810 | 3:6.00523
 5141 train 1:3.40109 | 2:4.81097 | 3:5.66077
 5142 train 1:3.47712 | 2:4.89007 | 3:5.70612
 5143 train 1:3.92494 | 2:5.37546 | 3:6.12968
 5144 train 1:3.76478 | 2:5.17350 | 3:5.90990
 5145 train 1:3.58641 | 2:5.03523 | 3:5.88507
 5146 train 1:3.48726 | 2:4.88112 | 3:5.67208
 5147 train 1:3.41424 | 2:4.83411 | 3:5.65296
 5148 train 1:3.69931 | 2:5.12274 | 3:5.87647
 5149 train 1:3.60061 | 2:4.96645 | 3:5.75071
 5150 train 1:3.86973 | 2:5.31219 | 3:6.08220
 5151 train 1:3.60052 | 2:5.02688 | 3:5.82978
 5152 train 1:3.71795 | 2:5.17807 | 3:5.94505
 5153 train 1:4.07215 | 2:5.55768 | 3:6.28540
 5154 train 1:3.76072 | 2:5.18002 | 3:5.92665
 5155 train 1:3.88300 | 2:5.31429 | 3:6.04721
 5156 train 1:3.57431 | 2:5.01116 | 3:5.81818
 5157 train 1:3.47865 | 2:4.90687 | 3:5.70292
 5158 train 1:3.80681 | 2:5.25060 | 3:6.00706
 5159 train 1:3.57614 | 2:5.03575 | 3:5.84209
 5160 train 1:3.62134 | 2:5.07002 | 3:5.82159
 5161 train 1:3.49681 | 2:4.93919 | 3:5.76539
 5162 train 1:3.48808 | 2:4.81707 | 3:5.52373
 5163 train 1:3.61192 | 2:5.02840 | 3:5.79982
 5164 train 1:3.82492 | 2:5.23743 | 3:5.96905
 5165 train 1:3.65086 | 2:5.06642 | 3:5.83950
 5166 train 1:3.62510 | 2:5.08553 | 3:5.89251
 5167 train 1:3.45774 | 2:4.86608 | 3:5.65776
 5168 train 1:3.55230 | 2:5.01457 | 3:5.81113
 5169 train 1:3.39001 | 2:4.84690 | 3:5.68489
 5170 train 1:3.11006 | 2:4.49460 | 3:5.36567
 5171 train 1:3.98767 | 2:5.42719 | 3:6.16458
 5172 train 1:3.54850 | 2:4.95130 | 3:5.73483
 5173 train 1:3.54247 | 2:4.92591 | 3:5.69146
 5174 train 1:4.02053 | 2:5.41829 | 3:6.14834
 5175 train 1:3.39553 | 2:4.82860 | 3:5.64580
 5176 train 1:3.26264 | 2:4.66861 | 3:5.48578
 5177 train 1:3.53399 | 2:4.99590 | 3:5.80216
 5178 train 1:3.80238 | 2:5.21289 | 3:5.96647
 5179 train 1:3.47748 | 2:4.91640 | 3:5.69901
 5180 train 1:3.44900 | 2:4.88334 | 3:5.70075
 5181 train 1:3.45702 | 2:4.90172 | 3:5.73771
 5182 train 1:3.68284 | 2:5.15261 | 3:5.93635
 5183 train 1:3.87092 | 2:5.35569 | 3:6.11627
 5184 train 1:3.88104 | 2:5.29728 | 3:6.03095
 5185 train 1:3.72156 | 2:5.17885 | 3:5.96235
 5186 train 1:3.59286 | 2:5.04441 | 3:5.85887
 5187 train 1:3.71249 | 2:5.12986 | 3:5.89754
 5188 train 1:3.75247 | 2:5.15416 | 3:5.85512
 5189 train 1:3.61511 | 2:4.99597 | 3:5.77487
 5190 train 1:3.58457 | 2:4.98062 | 3:5.79542
 5191 train 1:3.71041 | 2:5.09904 | 3:5.77380
 5192 train 1:3.67947 | 2:5.17346 | 3:5.95118
 5193 train 1:3.53505 | 2:4.96031 | 3:5.73636
 5194 train 1:3.62600 | 2:5.03153 | 3:5.82203
 5195 train 1:3.66804 | 2:5.06841 | 3:5.82530
 5196 train 1:3.31619 | 2:4.64770 | 3:5.44444
 5197 train 1:3.86126 | 2:5.39388 | 3:6.14347
 5198 train 1:3.69072 | 2:5.16733 | 3:5.94280
 5199 train 1:3.90245 | 2:5.29092 | 3:6.03648
 5200 train 1:4.26798 | 2:5.58140 | 3:6.12130
 5201 train 1:3.55035 | 2:5.01779 | 3:5.81618
 5202 train 1:3.56259 | 2:4.93094 | 3:5.64529
 5203 train 1:3.64836 | 2:5.08851 | 3:5.85520
 5204 train 1:3.69480 | 2:5.16965 | 3:5.94898
 5205 train 1:3.78554 | 2:5.24991 | 3:6.04750
 5206 train 1:3.41285 | 2:4.82224 | 3:5.61969
 5207 train 1:3.57830 | 2:4.83129 | 3:5.54959
 5208 train 1:3.57860 | 2:4.98943 | 3:5.76294
 5209 train 1:3.63389 | 2:5.12905 | 3:5.92083
 5210 train 1:3.57757 | 2:4.99650 | 3:5.77234
 5211 train 1:3.65460 | 2:5.10963 | 3:5.91165
 5212 train 1:3.67578 | 2:5.03252 | 3:5.76697
 5213 train 1:3.67683 | 2:5.11337 | 3:5.89663
 5214 train 1:3.57722 | 2:5.01945 | 3:5.76856
 5215 train 1:3.59148 | 2:4.95912 | 3:5.70132
 5216 train 1:3.72624 | 2:5.14925 | 3:5.90246
 5217 train 1:3.16304 | 2:4.54733 | 3:5.40641
 5218 train 1:3.52034 | 2:4.96036 | 3:5.77549
 5219 train 1:3.20488 | 2:4.63113 | 3:5.49501
 5220 train 1:3.56404 | 2:5.02788 | 3:5.83555
 5221 train 1:3.38469 | 2:4.85814 | 3:5.69260
 5222 train 1:3.63405 | 2:5.02288 | 3:5.75091
 5223 train 1:3.36366 | 2:4.77975 | 3:5.57971
 5224 train 1:3.31615 | 2:4.74264 | 3:5.56791
 5225 train 1:3.37173 | 2:4.78868 | 3:5.58889
 5226 train 1:3.41696 | 2:4.83035 | 3:5.65052
 5227 train 1:3.30113 | 2:4.73793 | 3:5.58898
 5228 train 1:3.61980 | 2:5.06189 | 3:5.84850
 5229 train 1:3.69376 | 2:5.16844 | 3:5.92738
 5230 train 1:3.51792 | 2:5.00362 | 3:5.84454
 5231 train 1:3.47807 | 2:4.80702 | 3:5.57126
 5232 train 1:3.61940 | 2:5.08961 | 3:5.87526
 5233 train 1:3.48162 | 2:4.86274 | 3:5.66348
 5234 train 1:3.70756 | 2:5.17773 | 3:5.97418
 5235 train 1:3.48990 | 2:4.95658 | 3:5.78414
 5236 train 1:3.40802 | 2:4.66104 | 3:5.33204
 5237 train 1:3.41549 | 2:4.85034 | 3:5.68033
 5238 train 1:3.57791 | 2:5.01391 | 3:5.80016
 5239 train 1:4.03400 | 2:5.42896 | 3:6.07640
 5240 train 1:3.57880 | 2:4.98153 | 3:5.74016
 5241 train 1:3.57774 | 2:5.00916 | 3:5.79750
 5242 train 1:3.56460 | 2:4.97130 | 3:5.73880
 5243 train 1:3.70536 | 2:5.13684 | 3:5.95645
 5244 train 1:3.66919 | 2:5.14053 | 3:5.95654
 5245 train 1:3.41115 | 2:4.78438 | 3:5.58358
 5246 train 1:3.65195 | 2:5.10069 | 3:5.88816
 5247 train 1:3.63023 | 2:5.05539 | 3:5.84114
 5248 train 1:3.53877 | 2:4.96967 | 3:5.75934
 5249 train 1:3.60386 | 2:5.00234 | 3:5.77539
 5250 val 1:3.57319 | 2:4.94966 | 3:5.74631
 5250 train 1:3.66531 | 2:5.15301 | 3:5.94933
 5251 train 1:3.78677 | 2:5.21643 | 3:5.96194
 5252 train 1:3.53153 | 2:4.93231 | 3:5.74524
 5253 train 1:3.68008 | 2:5.16236 | 3:5.94606
 5254 train 1:3.77226 | 2:5.15693 | 3:5.82021
 5255 train 1:3.77376 | 2:5.22585 | 3:5.98164
 5256 train 1:3.57579 | 2:5.01659 | 3:5.78694
 5257 train 1:3.58069 | 2:4.97566 | 3:5.76011
 5258 train 1:3.63970 | 2:5.08898 | 3:5.88647
 5259 train 1:3.45010 | 2:4.92446 | 3:5.73333
 5260 train 1:3.71538 | 2:5.13825 | 3:5.90130
 5261 train 1:3.47309 | 2:4.85961 | 3:5.64935
 5262 train 1:3.31862 | 2:4.72439 | 3:5.54252
 5263 train 1:3.47331 | 2:4.92088 | 3:5.74644
 5264 train 1:3.24233 | 2:4.69504 | 3:5.53426
 5265 train 1:3.59965 | 2:5.01749 | 3:5.80909
 5266 train 1:3.42917 | 2:4.88860 | 3:5.74552
 5267 train 1:3.23555 | 2:4.64188 | 3:5.46395
 5268 train 1:3.33516 | 2:4.77267 | 3:5.58808
 5269 train 1:3.19712 | 2:4.58568 | 3:5.45295
 5270 train 1:3.26240 | 2:4.64906 | 3:5.47465
 5271 train 1:3.23827 | 2:4.64293 | 3:5.44922
 5272 train 1:3.30708 | 2:4.72360 | 3:5.52415
 5273 train 1:3.61647 | 2:5.11826 | 3:5.95197
 5274 train 1:3.72126 | 2:5.16023 | 3:5.90257
 5275 train 1:3.53212 | 2:4.98307 | 3:5.81390
 5276 train 1:3.71693 | 2:5.19975 | 3:6.03115
 5277 train 1:3.79235 | 2:5.27131 | 3:6.05102
 5278 train 1:3.55118 | 2:5.01200 | 3:5.82098
 5279 train 1:3.59700 | 2:5.03279 | 3:5.82588
 5280 train 1:3.52227 | 2:4.93783 | 3:5.73601
 5281 train 1:3.78181 | 2:5.22374 | 3:5.96663
 5282 train 1:3.50254 | 2:4.93057 | 3:5.78256
 5283 train 1:3.48020 | 2:4.90963 | 3:5.71009
 5284 train 1:3.28605 | 2:4.69164 | 3:5.50816
 5285 train 1:3.59928 | 2:5.00033 | 3:5.74454
 5286 train 1:4.56584 | 2:5.79639 | 3:6.37502
 5287 train 1:3.54653 | 2:4.99182 | 3:5.80574
 5288 train 1:3.48095 | 2:4.93375 | 3:5.73139
 5289 train 1:3.59531 | 2:5.01991 | 3:5.78562
 5290 train 1:3.62639 | 2:5.08280 | 3:5.89540
 5291 train 1:3.69125 | 2:5.13054 | 3:5.87470
 5292 train 1:3.74287 | 2:5.16769 | 3:5.88139
 5293 train 1:3.38070 | 2:4.78510 | 3:5.58190
 5294 train 1:3.63370 | 2:5.10803 | 3:5.88661
 5295 train 1:3.49313 | 2:4.95444 | 3:5.75330
 5296 train 1:3.77666 | 2:5.18411 | 3:5.95597
 5297 train 1:3.48544 | 2:4.72338 | 3:5.44749
 5298 train 1:3.45753 | 2:4.88490 | 3:5.68965
 5299 train 1:3.60994 | 2:4.96330 | 3:5.73410
 5300 train 1:3.31408 | 2:4.77660 | 3:5.60679
 5301 train 1:3.72067 | 2:5.19833 | 3:5.98626
 5302 train 1:4.00013 | 2:5.44192 | 3:6.16992
 5303 train 1:3.47249 | 2:4.88510 | 3:5.68504
 5304 train 1:3.40267 | 2:4.65882 | 3:5.36858
 5305 train 1:3.88298 | 2:5.33209 | 3:6.06064
 5306 train 1:3.61439 | 2:5.02454 | 3:5.78470
 5307 train 1:3.57716 | 2:5.00319 | 3:5.78009
 5308 train 1:3.55781 | 2:5.01141 | 3:5.82553
 5309 train 1:3.30067 | 2:4.73678 | 3:5.55806
 5310 train 1:3.22691 | 2:4.64533 | 3:5.45622
 5311 train 1:3.54037 | 2:5.00032 | 3:5.82228
 5312 train 1:3.79272 | 2:5.21645 | 3:5.97528
 5313 train 1:3.17592 | 2:4.58211 | 3:5.40316
 5314 train 1:3.52184 | 2:4.95361 | 3:5.74467
 5315 train 1:3.35503 | 2:4.78931 | 3:5.65821
 5316 train 1:3.30184 | 2:4.72992 | 3:5.56542
 5317 train 1:3.47019 | 2:4.92261 | 3:5.72225
 5318 train 1:3.62920 | 2:5.09951 | 3:5.91776
 5319 train 1:3.39876 | 2:4.92335 | 3:5.80173
 5320 train 1:3.42991 | 2:4.87315 | 3:5.67253
 5321 train 1:3.75220 | 2:5.15980 | 3:5.86770
 5322 train 1:3.24906 | 2:4.81823 | 3:5.70468
 5323 train 1:3.21702 | 2:4.43916 | 3:5.17827
 5324 train 1:3.91777 | 2:5.38530 | 3:6.10052
 5325 train 1:4.21834 | 2:5.56502 | 3:6.23531
 5326 train 1:3.76696 | 2:5.22102 | 3:5.97738
 5327 train 1:3.60011 | 2:5.03806 | 3:5.81112
 5328 train 1:3.62351 | 2:5.07780 | 3:5.86124
 5329 train 1:3.62860 | 2:5.13304 | 3:5.95978
 5330 train 1:3.58441 | 2:4.99494 | 3:5.80201
 5331 train 1:3.65676 | 2:5.10205 | 3:5.88085
 5332 train 1:3.70749 | 2:5.13810 | 3:5.91295
 5333 train 1:3.58129 | 2:5.02674 | 3:5.80837
 5334 train 1:3.42973 | 2:4.88690 | 3:5.72574
 5335 train 1:3.70514 | 2:5.16767 | 3:5.94408
 5336 train 1:3.89361 | 2:5.38070 | 3:6.14658
 5337 train 1:3.55854 | 2:5.02730 | 3:5.82950
 5338 train 1:4.48358 | 2:5.80707 | 3:6.41457
 5339 train 1:3.65365 | 2:5.08351 | 3:5.84731
 5340 train 1:3.96564 | 2:5.44376 | 3:6.22219
 5341 train 1:3.35008 | 2:4.62519 | 3:5.43218
 5342 train 1:3.25224 | 2:4.68691 | 3:5.56464
 5343 train 1:3.62669 | 2:5.05334 | 3:5.81765
 5344 train 1:3.66973 | 2:5.05794 | 3:5.81668
 5345 train 1:3.59389 | 2:5.00319 | 3:5.76571
 5346 train 1:3.37200 | 2:4.72698 | 3:5.46657
 5347 train 1:3.66532 | 2:5.12992 | 3:5.92164
 5348 train 1:3.56260 | 2:5.01658 | 3:5.82500
 5349 train 1:3.62293 | 2:5.06543 | 3:5.83413
 5350 train 1:3.73982 | 2:5.17104 | 3:5.99377
 5351 train 1:3.63724 | 2:5.04691 | 3:5.81224
 5352 train 1:3.81814 | 2:5.28716 | 3:6.07669
 5353 train 1:3.69168 | 2:5.10579 | 3:5.83467
 5354 train 1:3.36028 | 2:4.49366 | 3:5.13373
 5355 train 1:3.64679 | 2:5.06773 | 3:5.82423
 5356 train 1:3.51395 | 2:4.94522 | 3:5.79052
 5357 train 1:3.06879 | 2:4.44601 | 3:5.28250
 5358 train 1:3.60325 | 2:5.02294 | 3:5.79905
